289,6
290,2
291,2
292,6
293,3
294,6
295,1
296,5
297,0
298,0
299,6
300,6
301,5
302,2
303,5
304,1
305,5
306,1
307,3
308,2
309,1
310,6
311,3
312,2
313,1
314,2
315,3
316,3
317,1
318,2
319,3
320,4
321,2
322,1
323,0
324,3
325,1
326,2
327,6
328,1
329,1
330,2
331,2
332,4
333,0
334,5
335,2
336,0
337,2
338,5
339,6
340,5
341,1
342,1
343,6
344,5
345,4
346,6
347,6
348,0
349,3
350,5
351,2
352,1
353,6
354,0
355,0
356,5
357,2
358,2
359,5
360,1
361,2
362,0
363,2
364,2
365,2
366,3
367,1
368,1
369,5
370,3
371,6
372,6
373,6
374,1
375,5
376,0
377,2
378,6
379,6
380,2
381,6
382,0
383,6
384,4
385,3
386,1
387,1
388,6
389,6
390,3
391,1
392,6
393,3
394,1
395,1
396,1
397,4
398,4
399,1
400,4
401,3
402,5
403,1
404,6
405,1
406,6
407,3
408,0
409,1
410,6
411,0
412,6
413,2
414,6
415,6
416,0
417,6
418,3
419,3
420,2
421,5
422,5
423,0
424,6
425,2
426,1
427,5
428,2
429,1
430,6
431,1
432,2
433,1
434,2
435,0
436,0
437,2
438,2
439,6
440,4
441,6
442,6
443,2
444,2
445,2
446,3
447,2
448,2
449,2
450,5
451,4
452,6
453,1
454,3
455,3
456,1
457,2
458,1
459,3
460,6
461,0
462,3
463,6
464,3
465,3
466,1
467,1
468,6
469,5
470,2
471,6
472,2
473,2
474,2
475,3
476,4
477,4
478,6
479,2
480,0
481,2
482,6
483,2
484,5
485,1
486,2
487,2
488,1
489,1
490,2
491,4
492,3
493,5
494,0
495,6
496,0
497,2
498,2
499,6
500,0
501,1
502,6
503,0
504,5
505,5
506,1
507,5
508,2
509,5
510,1
511,2
512,1
513,2
514,2
515,2
516,3
517,5
518,5
519,3
520,2
521,1
522,3
523,3
524,4
525,2
526,1
527,1
528,2
529,2
530,0
531,3
532,3
533,6
534,1
535,2
536,4
537,3
538,0
539,5
540,1
541,3
542,1
543,0
544,6
545,6
546,1
547,1
548,6
549,3
550,2
551,5
552,3
553,6
554,1
555,2
556,6
557,0
558,6
559,1
560,1
561,5
562,5
563,0
564,2
565,5
566,2
567,0
568,1
569,5
570,2
571,1
572,5
573,5
574,2
575,1
576,3
577,2
578,2
579,2
580,5
581,2
582,6
583,2
584,1
585,3
586,2
587,2
588,3
589,2
590,2
591,1
592,5
593,6
594,0
595,3
596,2
597,3
598,3
599,2
600,0
601,3
602,1
603,1
604,1
605,3
606,1
607,1
608,5
609,6
610,6
611,3
612,1
613,1
614,2
615,6
616,0
617,2
618,1
619,3
620,2
621,6
622,2
623,2
624,1
625,0
626,1
627,1
628,2
629,1
630,2
631,0
632,6
633,1
634,5
635,0
636,1
637,0
638,2
639,6
640,5
641,1
642,2
643,1
644,1
645,3
646,1
647,3
648,1
649,1
650,1
651,2
652,1
653,0
654,6
655,1
656,5
657,1
658,3
659,1
660,5
661,2
662,1
663,4
664,4
665,2
666,2
667,3
668,5
669,6
670,2
671,5
672,2
673,6
674,0
675,2
676,6
677,1
678,0
679,2
680,1
681,2
682,2
683,3
684,1
685,1
686,1
687,2
688,6
689,1
690,0
691,5
692,3
693,1
694,2
695,0
696,3
697,1
698,1
699,6
700,2
701,1
702,2
703,6
704,5
705,2
706,5
707,1
708,2
709,6
710,3
711,2
712,5
713,0
714,5
715,1
716,2
717,5
718,6
719,3
720,6
721,2
722,3
723,0
724,0
725,5
726,5
727,6
728,1
729,6
730,2
731,2
732,5
733,1
734,5
735,2
736,4
737,2
738,5
739,3
740,2
741,1
742,4
743,2
744,1
745,6
746,5
747,1
748,6
749,6
750,2
751,5
752,3
753,1
754,3
755,6
756,2
757,5
758,5
759,5
760,4
761,6
762,2
763,4
764,5
765,1
766,4
767,3
768,1
769,1
770,2
771,2
772,2
773,5
774,2
775,0
776,2
777,1
778,0
779,3
780,1
781,2
782,6
783,6
784,2
785,6
786,2
787,1
788,2
789,3
790,2
791,2
792,5
793,6
794,3
795,1
796,3
797,4
798,0
799,2
800,2
801,2
802,5
803,2
804,2
805,1
806,0
807,2
808,4
809,5
810,1
811,3
812,5
813,1
814,1
815,1
816,1
817,6
818,0
819,2
820,2
821,0
822,3
823,5
824,1
825,2
826,5
827,6
828,4
829,1
830,3
831,2
832,0
833,5
834,2
835,3
836,3
837,2
838,3
839,2
840,3
841,6
842,6
843,2
844,6
845,1
846,6
847,3
848,1
849,3
850,6
851,2
852,2
853,5
854,3
855,4
856,3
857,1
858,5
859,2
860,2
861,1
862,2
863,1
864,5
865,5
866,4
867,1
868,6
869,1
870,2
871,2
872,1
873,2
874,6
875,2
876,2
877,2
878,3
879,2
880,5
881,1
882,6
883,0
884,5
885,0
886,3
887,6
888,6
889,2
890,1
891,2
892,1
893,2
894,5
895,2
896,5
897,5
898,6
899,6
900,2
901,6
902,2
903,5
904,5
905,0
906,1
907,4
908,5
909,5
910,4
911,6
912,6
913,2
914,1
915,6
916,5
917,2
918,3
919,3
920,2
921,2
922,6
923,1
924,5
925,1
926,5
927,5
928,0
929,1
930,5
931,6
932,4
933,3
934,6
935,2
936,1
937,3
938,5
939,0
940,5
941,5
942,3
943,6
944,0
945,0
946,1
947,0
948,1
949,2
950,2
951,3
952,6
953,5
954,3
955,2
956,2
957,0
958,5
959,5
960,3
961,2
962,2
963,6
964,1
965,5
966,2
967,0
968,1
969,5
970,5
971,5
972,3
973,1
974,6
975,4
976,6
977,2
978,5
979,6
980,2
981,1
982,2
983,2
984,3
985,1
986,1
987,1
988,3
989,1
990,5
991,2
992,5
993,2
994,5
995,5
996,1
997,6
998,2
999,6
1000,5
1001,3
1002,1
1003,5
1004,5
1005,2
1006,3
1007,2
1008,0
1009,2
1010,6
1011,3
1012,6
1013,5
1014,2
1015,5
1016,6
1017,2
1018,6
1019,1
1020,2
1021,4
1022,2
1023,6
1024,3
1025,3
1026,2
1027,6
1028,3
1029,2
1030,6
1031,1
1032,1
1033,2
1034,2
1035,1
1036,2
1037,2
1038,3
1039,2
1040,1
1041,1
1042,5
1043,1
1044,2
1045,6
1046,0
1047,6
1048,4
1049,3
1050,1
1051,2
1052,2
1053,1
1054,1
1055,3
1056,2
1057,2
1058,3
1059,4
1060,1
1061,4
1062,1
1063,6
1064,4
1065,2
1066,2
1067,3
1068,0
1069,2
1070,4
1071,1
1072,1
1073,5
1074,3
1075,0
1076,6
1077,1
1078,5
1079,0
1080,5
1081,5
1082,1
1083,4
1084,1
1085,1
1086,3
1087,2
1088,2
1089,2
1090,5
1091,0
1092,2
1093,3
1094,1
1095,0
1096,3
1097,2
1098,5
1099,6
1100,1
1101,6
1102,2
1103,6
1104,2
1105,2
1106,5
1107,5
1108,0
1109,2
1110,6
1111,5
1112,1
1113,2
1114,6
1115,6
1116,3
1117,6
1118,1
1119,2
1120,1
1121,2
1122,1
1123,1
1124,2
1125,1
1126,2
1127,3
1128,0
1129,4
1130,1
1131,3
1132,2
1133,1
1134,5
1135,5
1136,6
1137,5
1138,1
1139,2
1140,1
1141,2
1142,6
1143,5
1144,0
1145,6
1146,2
1147,4
1148,4
1149,2
1150,1
1151,6
1152,3
1153,1
1154,6
1155,2
1156,3
1157,2
1158,5
1159,5
1160,6
1161,5
1162,1
1163,0
1164,2
1165,1
1166,6
1167,2
1168,2
1169,2
1170,0
1171,6
1172,2
1173,1
1174,4
1175,6
1176,1
1177,2
1178,1
1179,4
1180,2
1181,2
1182,3
1183,2
1184,3
1185,0
1186,3
1187,6
1188,0
1189,3
1190,6
1191,3
1192,2
1193,2
1194,6
1195,6
1196,6
1197,1
1198,2
1199,1
1200,5
1201,6
1202,6
1203,5
1204,1
1205,1
1206,2
1207,2
1208,1
1209,5
1210,1
1211,6
1212,5
1213,2
1214,1
1215,1
1216,2
1217,5
1218,6
1219,2
1220,1
1221,2
1222,3
1223,2
1224,6
1225,1
1226,2
1227,2
1228,6
1229,2
1230,5
1231,1
1232,6
1233,0
1234,4
1235,2
1236,4
1237,1
1238,1
1239,2
1240,1
1241,2
1242,2
1243,2
1244,2
1245,4
1246,0
1247,2
1248,2
1249,5
1250,5
1251,5
1252,2
1253,5
1254,6
1255,1
1256,3
1257,3
1258,3
1259,3
1260,6
1261,6
1262,4
1263,2
1264,2
1265,1
1266,1
1267,5
1268,6
1269,1
1270,4
1271,2
1272,4
1273,2
1274,5
1275,4
1276,6
1277,2
1278,6
1279,0
1280,1
1281,6
1282,6
1283,2
1284,6
1285,2
1286,1
1287,2
1288,0
1289,2
1290,4
1291,2
1292,2
1293,2
1294,3
1295,0
1296,1
1297,5
1298,1
1299,5
1300,2
1301,5
1302,2
1303,2
1304,6
1305,3
1306,2
1307,1
1308,2
1309,6
1310,2
1311,1
1312,4
1313,3
1314,2
1315,3
1316,2
1317,2
1318,3
1319,2
1320,3
1321,5
1322,1
1323,2
1324,1
1325,5
1326,2
1327,0
1328,2
1329,2
1330,6
1331,3
1332,4
1333,3
1334,1
1335,1
1336,5
1337,5
1338,2
1339,5
1340,0
1341,6
1342,1
1343,3
1344,3
1345,2
1346,3
1347,1
1348,2
1349,6
1350,3
1351,6
1352,5
1353,2
1354,6
1355,5
1356,1
1357,3
1358,2
1359,2
1360,3
1361,3
1362,3
1363,2
1364,0
1365,0
1366,1
1367,2
1368,1
1369,2
1370,0
1371,1
1372,6
1373,1
1374,0
1375,6
1376,1
1377,2
1378,5
1379,0
1380,2
1381,4
1382,2
1383,2
1384,3
1385,2
1386,6
1387,2
1388,3
1389,3
1390,1
1391,1
1392,1
1393,3
1394,1
1395,2
1396,3
1397,1
1398,5
1399,6
1400,6
1401,6
1402,6
1403,2
1404,5
1405,0
1406,5
1407,6
1408,1
1409,6
1410,6
1411,5
1412,5
1413,5
1414,6
1415,2
1416,0
1417,2
1418,3
1419,1
1420,2
1421,3
1422,6
1423,0
1424,6
1425,6
1426,0
1427,4
1428,6
1429,1
1430,2
1431,2
1432,1
1433,1
1434,6
1435,2
1436,3
1437,3
1438,1
1439,6
1440,5
1441,2
1442,5
1443,6
1444,1
1445,5
1446,4
1447,1
1448,1
1449,1
1450,1
1451,4
1452,0
1453,1
1454,5
1455,1
1456,1
1457,2
1458,5
1459,2
1460,1
1461,6
1462,3
1463,6
1464,5
1465,6
1466,1
1467,6
1468,3
1469,2
1470,6
1471,1
1472,3
1473,1
1474,1
1475,6
1476,5
1477,6
1478,2
1479,2
1480,6
1481,6
1482,1
1483,2
1484,6
1485,6
1486,1
1487,1
1488,1
1489,1
1490,5
1491,5
1492,5
1493,2
1494,3
1495,2
1496,0
1497,0
1498,2
1499,6
1500,6
1501,5
1502,1
1503,1
1504,5
1505,1
1506,2
1507,2
1508,1
1509,1
1510,2
1511,4
1512,3
1513,3
1514,0
1515,2
1516,3
1517,2
1518,5
1519,2
1520,2
1521,3
1522,1
1523,2
1524,2
1525,5
1526,2
1527,6
1528,2
1529,5
1530,2
1531,6
1532,6
1533,6
1534,6
1535,1
1536,1
1537,3
1538,0
1539,1
1540,4
1541,2
1542,6
1543,6
1544,1
1545,2
1546,1
1547,4
1548,1
1549,6
1550,1
1551,6
1552,6
1553,2
1554,5
1555,2
1556,1
1557,2
1558,1
1559,1
1560,1
1561,4
1562,3
1563,2
1564,1
1565,6
1566,4
1567,5
1568,4
1569,2
1570,4
1571,1
1572,1
1573,3
1574,4
1575,2
1576,2
1577,2
1578,1
1579,1
1580,0
1581,0
1582,2
1583,3
1584,0
1585,3
1586,3
1587,1
1588,6
1589,6
1590,1
1591,6
1592,2
1593,6
1594,0
1595,2
1596,1
1597,2
1598,0
1599,0
1600,3
1601,3
1602,5
1603,2
1604,6
1605,5
1606,0
1607,5
1608,3
1609,3
1610,1
